1,"广告奖励"
2,"看广告可以使用这个厉害的武器哟~"
3,"取消"
4,"免费获取"
5,"提示"
6,"确认花费258888金币购买"
7,"确定"
8,"恭喜你获得新手大礼包     生命值+10000                        攻击力+500                         等级+20"
9,"前往斗神大陆"
10,"复活小舞"
11,"萧炎，我是美杜莎呀，快来魔兽山脉救我哇~"
12,"极乐净土"
13,"MetaWorld"
14,"成为倒霉之帝，需要被电击或被击飞或被发射1000次,奖励等级+99999"
15,"Text"
16,"啊啊啊"
17,"任务"
18,"aaaaaa"
19,"100/20000"
20,"完成！"
21,"已获得"
22,"地阶高级斗技"
23,"增加最大生命值"
24,"斗技"
25,"功法"
26,"丹药"
27,"异火"
28,"恭喜你获得"
29,"点击任意位置继续……"
30,"欢迎来到斗破苍穹乐园，我是你的私人游戏助理，接下来由我来帮助你了解游戏玩法吧~"
31,"07:59"
32,"换装"
33,"抽奖"
34,"升级"
35,"签到"
36,"排行榜"
37,"背景音乐"
38,"藏宝图"
39,"商店"
40,"回家"
41,"STAY"
42,"飞行倒计时 10 秒"
43,"击杀怪物可以获得经验进行升级"
44,"最大生命值：999"
45,"攻击力：100"
46,"移动速度：999"
47,"飞行速度：1500"
48,"跳跃高度：999"
49,"宠物"
50,"九连杀！超越神啦！"
51,"你是谁你是谁你是"
52," 击败 "
53,"1段斗之气(1级)"
54,"爱玩游戏的小胖子"
55,"100/100"
56,"未拥有"
57,"我的宠物"
58,"免费抽奖"
59,"200级解锁"
60,"92"
61,"性感的蔡司"
62,"28"
63,"排名"
64,"昵称"
65,"历史最高"
66,"当前高度"
67,"UserId"
68,"未上榜"
69,"自己"
70,"value1"
71,"value2"
72,"value3"
73,"排行模式"
74,"击杀人数"
75,"收集分数"
76,"武器"
77,"服装"
78,"飞行翼"
79,"拖尾"
80,"发型"
81,"上衣"
82,"下衣"
83,"手"
84,"鞋"
85,"套装"
86,"返回"
87,"保存装扮"
88,"终极冰环剑"
89,"补签"
90,"星期一"
91,"攻击力+100"
92,"生命值+1000"
93,"星期二"
94,"攻击力+200"
95,"生命值+2000"
96,"星期三"
97,"攻击力+300"
98,"生命值+3000"
99,"星期四"
100,"攻击力+400"
101,"生命值+4000"
102,"星期五"
103,"攻击力+500"
104,"生命值+5000"
105,"星期六"
106,"攻击力+600"
107,"生命值+6000"
108,"星期日"
109,"等级+30"
110,"攻击力+700"
111,"生命值+7000"
112,"七天累计登录"
113,"活动期间累计登录七天即可获得相应的奖励"
114,"1000"
115,"defaultName"
116,"获取失败，请重试"
117,"可以穿戴这套服装哟~"
118,"可以使用这个厉害的武器哟~"
119,"可以使用超快翅膀飞行哟~"
120,"可以使用这个帅气的拖尾哟~"
121,"可以帮你找到它哟~"
122,"可以增加2次使用次数哟~"
123,"可以随机提升攻击力、最大生命值、移动速度、飞行速度、跳跃高度。"
124,"可以补签哟~"
125,"可以免费抽奖哟~"
126,"带你去找皮肤~"
127,"宝箱是空的哎~"
128,"购买"
129,"前往 斗神大陆\n复活小舞"
130,"前往"
131,"清晨"
132,"中午"
133,"傍晚"
134,"凌晨"
135,"贵族女"
136,"富可敌国"
137,"得到144个宝箱"
138,"最强斗帝"
139,"成为斗帝,达到100级"
140,"最强斗圣"
141,"成为斗圣，达到90级"
142,"最强斗尊"
143,"成为斗尊，达到80级"
144,"最强斗宗"
145,"成为斗宗，达到70级"
146,"最强斗皇"
147,"成为斗皇，达到60级"
148,"最强斗王"
149,"成为斗王，达到50级"
150,"最强斗灵"
151,"成为斗灵，达到40级"
152,"最强大斗师"
153,"成为大斗师，达到30级"
154,"最强斗师"
155,"成为斗师，达到20级"
156,"最强斗者"
157,"成为斗者，达到10级"
158,"最强斗帝之帝"
159,"大陆最强，达到999级，无敌！"
160,"杀戮师"
161,"成为杀戮之师，需要击杀10个敌人"
162,"杀戮王"
163,"成为杀戮之王，需要击杀50个敌人"
164,"杀戮皇"
165,"成为杀戮之皇，需要击杀100个敌人"
166,"杀戮圣"
167,"成为杀戮之圣，需要击杀200个敌人"
168,"杀戮帝"
169,"成为杀戮之帝，需要击杀999个敌人"
170,"跳高师"
171,"成为跳高之师，需要累计跳跃高度达到50000米"
172,"跳高王"
173,"成为跳高之王，需要累计跳跃高度达到100000米"
174,"跳高皇"
175,"成为跳高之皇，，需要累计跳跃高度达到200000米"
176,"跳高圣"
177,"成为跳高之圣，需要累计跳跃高度达到500000米"
178,"跳高帝"
179,"成为跳高之帝，需要累计跳跃高度达到1000000米"
180,"倒霉师"
181,"成为倒霉之师，需要被电击或被击飞或被发射10次"
182,"倒霉王"
183,"成为倒霉之王，需要被电击或被击飞或被发射50次"
184,"倒霉皇"
185,"成为倒霉之皇，需要被电击或被击飞或被发射100次"
186,"倒霉圣"
187,"成为倒霉之圣，需要被电击或被击飞或被发射500次"
188,"倒霉帝"
189,"成为倒霉之帝，需要被电击或被击飞或被发射1000次"
190,"舞师"
191,"成为舞师，需要跳舞10次"
192,"舞王"
193,"成为舞王，需要跳舞30次"
194,"舞皇"
195,"成为舞皇，需要跳舞90次"
196,"舞圣"
197,"成为舞圣，需要跳舞200次"
198,"舞帝"
199,"成为舞帝，需要跳舞500次"
200,"坐师"
201,"成为坐师，需要坐下10次"
202,"坐王"
203,"成为坐王，需要坐下50次"
204,"坐皇"
205,"成为坐皇，需要坐下100次"
206,"坐圣"
207,"成为坐圣，需要坐下300次"
208,"坐帝"
209,"成为坐帝，需要坐下999次"
210,"武器之师"
211,"成为武器之师，需要更换10次武器"
212,"武器之王"
213,"成为武器之王，需要更换50次武器"
214,"武器之皇"
215,"成为武器之皇，需要更换150次武器"
216,"武器之圣"
217,"成为武器之圣，需要更换500次武器"
218,"武器之帝"
219,"成为武器之帝，需要更换999次武器"
220,"换装之师"
221,"成为换装之师，需要换装10次"
222,"换装之王"
223,"成为换装之王，需要换装50次"
224,"换装之皇"
225,"成为换装之皇，需要换装150次"
226,"换装之圣"
227,"成为换装之圣，需要换装500次"
